,사이트,검색 키워드,기업이름,포지션이름,포지션이름 전처리,마감일,상시 채용 여부,경력_min,경력_max,학력,학력 세부정보,제출서류,채용절차,채용형태_전처리,근무시간,근무장소 시,근무장소 구,근무형태,Hard Skill,Soft Skill,Tool,hard plus,soft plus,tool plus,산업군 전처리,설립,사원 수,기업 평균 연봉,기업 유형 전처리,기업 유형 전처리 _세부,매출액,,접수방법,총점,복지 및 급여,업무와 삶의 균형,사내문화,승진 기회,경영진,기업추천율,CEO 지지율,성장 가능성,하이라이트+태그,퇴사,입사,링크
74,원티드,데이터 분석가,이팝소프트(말해보카),Data Analyst (Marketing),데이터 분석가,상시채용,1,1,5,관련 학사,"통계, 수학, 산업공학, 데이터사이언스",999,"서류 전형 ＞ 코딩테스트(SQL, 영문 문제) ＞1차 면접 ＞ 2차 면접 ＞ 처우&입사일 협의 ＞ 최종 합격",정규직,999,서울,강남,999,"데이터 분석, 광고 매체 데이터, Google Ads, Meta, Apple Search Ads, MMP(AppsFlyer), CRM Tool(Braze), 통계, 마케팅 데이터 분석, 데이터 가공, 데이터 시각화","논리적 사고, 분석적 사고, 커뮤니케이션, 통계학/ 수학/ 산업공학/ 데이터과학 학위 경력 1~5년","MySQL, MongoDB, Airflow, Tableau, AWS Athena, S3","대용량 데이터 분석, 대시보드 구축, 지표 설정, B2C 모바일 서비스, 교육 서비스","관련 전공, 석사, 스타트업 경험, 협업 능력, 커뮤니케이션",999,교육,2019,50,"4,887",중소기업,999,"48억 6,118만원",,999,4.7,4.3,4.7,4.3,4,4.3,100,100,100,"연봉 업계 평균 이상, 지속 성장중인 기업, 수평적인 기업 문화, 커피
 
 간식
 
 건강검진
 
 자기계발
 
 스타트업
 
 노트북
 
 인공지능
 
 연봉업계평균이상
 
 인원급성장
 
 50명이하
 
 설립4~9년
 
 IT, 컨텐츠",11,22,https://www.wanted.co.kr/wd/196196
75,원티드,데이터 분석가,고위드,Data Analyst,데이터 분석가,상시채용,1,0,10,999,,999,"서류 전형 ＞ 직무 면접(SQL 테스트) ＞ 팀워크 면접 ＞ 컬쳐 면접 ＞ 처우 협상 및 최종 합격, 본 절차는 구글링이 가능한 오픈 테스트입니다.
 2. 실무 면접 1시간 중 최초 40분 가량 대면 코딩 테스트가 진행됩니다. 테스트는 공용 모니터에 PC 화면을 띄워 놓은 상태로 진행됩니다.
 3. 당사에서 지급해 드리는 테스트용 PC의 웹 콘솔 상에서 2개의 SQL 문제를 푸시게 되며, 테스트에 사용되는 언어는 BigQuery입니다.
 4. 문제 풀이 시간이 초과되는 순간 테스트는 종료되며, 남은 시간 동안 실무진들과 직전 문제 풀이에 대해 리뷰하는 시간을 갖게 됩니다.",정규직,"주 5일, 휴게시간 포함 9시간, 자율 출근 (오전 8~10시 사이)",서울,강남,999,SQL 중급 실력,없음,"SQL, BigQuery","광고 트래킹 솔루션, 분류, 군집화, 패턴 분석, 모델링, 머신러닝, 데이터 마트 구축, 핀테크","스타트업 경험, 핀테크 분석 경험",Google Analytics,금융,2015,34,"4,772",스타트업,999,68억 387만원,,999,2.8,2.9,2.9,2.5,3.3,2.4,46,52,48,"연봉 업계 평균 이상, 수평적인 기업 문화, 퇴사율 10% 이하,",58,24,https://www.wanted.co.kr/wd/167105
76,원티드,데이터 분석가,우아한청년들,딜리버리 데이터 분석가(Business Analyst),데이터 분석가,상시채용,1,3,8,999,,999,"채용프로세스 상 서류전형 이후부터는 우아한청년들 채용시스템을 통해서 면접전형이 진행됩니다. 
 - 서류전형 합격 시 우아한청년들 인재영입 사이트 지원서 등록 절차가 진행됨을 사전에 안내드립니다.",정규직,999,서울,송파,999,"데이터 분석, 데이터 추출, Excel 데이터 분석","논리적 사고, 분석적 사고, 주도적, 결과 해석, 문제 해결 능력 인사이트 도출, 경력 3년","SQL, Excel","데이터 시각화, IT 플랫폼, 유통, 물류, 커머스, 데이터분석","관련 전공, 비즈니스 이해, 커머스 이해, 경력 2년","Tableau, Redash",배달,2015,1525,"2,914",중소기업,999,"1조 1,296억 7,493만원",,999,3.3,2.8,3.4,2.8,2.8,2.8,45,58,39,"지속 성장중인 기업, 다양한 근무 지원 제도 운영, 재택근무",2152,2280,https://www.wanted.co.kr/wd/178985
77,원티드,데이터 분석가,와드(캐치테이블),Data Analyst,데이터 분석가,상시채용,1,5,15,999,,"본 전형은 본인의 기여도(진행했던 프로젝트의 문제정의-가설설정-실험설계 및 검증-결과의 과정)를 포함한 이력서 제출이 필수입니다.
 • 본 전형은 인터뷰 전 사전 온라인 SQL 쿼리 테스트가 진행됩니다.",서류 접수 ＞ SQL 사전 쿼리테스트 ＞ 1차 인터뷰 ＞ 2차 인터뷰 ＞ 레퍼런스 체크 ＞ 처우 협의 ＞ 최종 합격 및 입사,정규직,999,경기,성남,999,"데이터 분석, 데이터 추출, 데이터 정제, 데이터 시각화, App/Web 서비스 데이터, 코호트 분석, Retention, CLV,","논리적 사고, 분석적 사고, 문제 정의, 인사이트 도출, 액션 도출, 경력 5년","SQL, MySQL, BigQuery, Python, Tableau, Superset, Redash, GA4","외식산업, 외식플랫폼, 데이터 마트, 데이터 마트 설계, 데이터 파이프라인 구축, 사용자 행동 로그, 데이터 분석, 대시보드 구축","협업 능력, 커뮤니케이션, 외식 플랫폼 이용 경험",999,식품,2016,183,"4,970",스타트업,999,"75억 4,734만원",,999,3.1,3.4,2.3,3.2,3,3,53,67,56,"연봉 업계 평균 이상, 지속 성장중인 기업, 수평적인 기업 문화, 커피
 
 음료
 
 간식
 
 건강검진
 
 교육비
 
 택시비
 
 스타트업
 
 연봉업계평균이상
 
 인원급성장
 
 51~300명
 
 설립4~9년
 
 IT, 컨텐츠",53,94,https://www.wanted.co.kr/wd/211716
78,"원티드,워크넷",데이터 분석가,에이블리코퍼레이션,데이터 분석가 (Product Data Analyst),데이터 분석가,상시채용,1,2,12,학력 무관,,"필수제출서류: 자유로운 형식의 이력서 및 경력기술서
  (hwp 파일은 지양해주세요.)
 • 선택제출서류: 포트폴리오, 자기소개서가 있다면 추가로 제출 부탁드립니다 :)",서류전형 - 전화 인터뷰 - 사전과제 - 직무 인터뷰 - 최종 인터뷰 - 최종합격,정규직,999,서울,서초,999,"데이터 분석, A/B 테스트, App/Web 서비스 데이터, 사용자 행동 로그, 지표 설정, 데이터 추출, 데이터 가공","논리적 사고, 커뮤니케이션, 문제 해결 능력, 인사이트 도출","SQL, Amplitude, Firebase, Google Analytics","패션, 이커머스, 플랫폼 서비스, 광고 플랫폼, 데이터 분석, 데이터 웨어하우스 구축","분석적 사고, 협업 능력, 커뮤니케이션, 타분야 이해, 관련 전공, 관련 교육 이수",999,패션,2015,329,"5,175",중소기업,999,1785억,,홈페이지 지원,3.1,3.3,2.2,3.1,2.7,2.8,42,62,47,"연봉 업계 평균 이상, 일한만큼 받는 보상, 퇴사율 10% 이하, 커피
 
 과일
 
 간식
 
 건강검진
 
 택시비
 
 유연근무
 
 스톡옵션
 
 인공지능
 
 연봉업계평균이상
 
 51~300명
 
 설립4~9년
 
 퇴사율5%이하
 
 IT, 컨텐츠",122,101,https://www.wanted.co.kr/wd/102064
79,원티드,데이터 분석가,쿠팡,Data Analyst (광고/마케팅),데이터 분석가,상시채용,1,5,20,관련 학사,"통계, 공학, 비즈니스",999,서류전형 - 1차 전화면접 - 2차 화상면접 - 최종 합격,정규직,999,서울,송파,999,"데이터 분석, 통계, 빅데이터","비판적 사고, 분석적 사고, 세부 사항에 주의를 기울이는 능력, 문제 정의, 문제 해결 능력, 통계/ 공학/ 비즈니스 학위","SQL, Python, R, SAS Hadoop, Spark, Presto","이커머스, 프로덕트 분석","관련 전공, 석사, 박사",999,이커머스,2013,10485,"4,898",대기업,999,"30조 6,640억 300만원",,999,3.2,3,3.1,3.2,2.8,2.7,47,57,43,"연봉 업계 평균 이상, 수평적인 기업 문화, 퇴사율 10% 이하, 
 
 스타트업
 
 연봉업계평균이상
 
 10,001명이상
 
 설립10년이상
 
 퇴사율5%이하
 
 IT, 컨텐츠",12878,5708,https://www.wanted.co.kr/wd/210291
80,원티드,데이터 분석가,씨제이대한통운(CJ대한통운),디지털물류플랫폼 Data Analyst,데이터 분석가,상시채용,1,5,10,[우대] 관련 학사,"통계학, 산업공학, 컴퓨터 공학",999,999,정규직,999,서울,강남,999,"데이터 분석, 데이터 추출, 데이터 가공, App/Web 서비스 데이터, 사용자 행동 로그, 데이터 시각화","논리적 사고, 커뮤니케이션, 결과 해석, 인사이트 도출, 경력 5년","Python, SQL, Tableau, GA, QuickSight","모빌리티, 물류, A/B 테스트, 사용자 행동 로그, 프로덕트 데이터 분석","관련 전공, 모빌리티, 물류 서비스 도메인 지식",999,물류,1930,6325,"7,540",대기업,999,7.7조,,999,2.8,2.9,2.3,2.6,2.9,2.4,31,44,33,"연봉 업계 평균 이상, 지속 성장중인 기업, 퇴사율 10% 이하, 의료비
 
 자기계발
 
 동호회
 
 연봉상위1%
 
 인원성장
 
 1,001~10,000명
 
 설립10년이상
 
 퇴사율5%이하
 
 대출지원
 
 물류, 운송",533,566,https://www.wanted.co.kr/wd/196930
81,원티드,데이터 분석가,앳홈,데이터분석,데이터 분석가,2024.5.17,0,5,10,999,,999,999,정규직,999,서울,성동,999,"데이터 분석, 엔지니어링, SQL 고급 능력, 데이터 시각화",경력 5년,"SQL, Python, Tableau, BI, Radash","데이터 웨어하우스 구축, 커머스, 물류, 데이터 분석",프로젝트 경험,BigQuery,가전,2018,101,"5,250",중소기업,999,182.4억,,999,3.2,3.7,3.4,3.1,2.9,3.2,50,61,43,"연봉 업계 평균 이상, 지속 성장중인 기업, 다양한 근무 지원 제도 운영, 커피
 
 음료
 
 간식
 
 건강검진
 
 교육비
 
 택시비
 
 연봉업계평균이상
 
 인원급성장
 
 51~300명
 
 설립4~9년
 
 판매, 유통",30,66,https://www.wanted.co.kr/wd/190673
82,원티드,데이터 분석가,부릉,Data Analyst,데이터 분석가,상시채용,1,2,5,999,,999,999,정규직,999,서울,서초,999,"데이터 분석, 통계 분석, 프로그래밍 언어, 데이터 시각화, 대시보드 구축","분석적 사고, 인사이트 도출, 결과 해석, 협업 능력, 결론 도출, 데이터 주도적 문화 조성","R, SQL, Tableau, Metabase",999,999,999,물류,2013,188,"5,625",스타트업,999,"3,097억 6,923만원",,999,2.8,2.8,3.3,3,2.8,2.1,32,35,27,"연봉 업계 평균 이상, 지속 성장중인 기업, 수평적인 기업 문화, 재택근무
 
 스타트업
 
 복지포인트
 
 노트북
 
 연봉상위11~20%
 
 인원급성장
 
 51~300명
 
 설립10년이상
 
 누적투자100억이상
 
 물류, 운송",38,79,https://www.wanted.co.kr/wd/204725
83,원티드,데이터 분석가,쏘카,Data Analyst/Data Scientist,"데이터 분석가, 데이터 사이언티스트",2024.4.30,0,2,7,999,,"서류 지원 시 쏘카 지원 동기와 쏘카에서 하고 싶은 프로젝트를 반드시 제출 해야합니다.
 * 자유 양식이며 두 항목을 포함하여 A4용지 한장 내외로 작성바랍니다. 서류 지원 시 쏘카 지원 동기 및 관심있는 도메인 그리고 쏘카에서 하고 싶은 프로젝트를 반드시 제출 
 * 미제출 시 프로세스 진행에 제한이 발생할 수 있습니다.",서류 전형 - 전화 면접 - 1차(기술) 면접 - 2차(직무/컬쳐 핏) 면접,정규직,999,서울,성동,999,"딥러닝, 머신러닝, 기획, 데이터 분석, App/Web 서비스 데이터, A/B 테스트, 모델 개발, 통계, 사용자 행동 로그","통계적 이해, 분석적 사고",없음,"GIS 데이터, 데이터 추출, 데이터 정제, 차량 센서 데이터, 소프트웨어 개발 데이터 파이프라인 구축","소프트웨어 개발 경험, 차량 센서 데이터 이해","Airflow, DBT, GIS",모빌리티,2011,435,"5,833",스타트업,999,2849.5억,,999,3,2.3,3.3,3.3,2.7,2.6,44,50,33,"지속 성장중인 기업, 퇴사율 10% 이하, 자유로운 휴가,어린이집
 
 건강검진
 
 설립10년이상
 
 퇴사율5%이하
 
 육아휴직
 
 누적투자100억이상
 
 IT, 컨텐츠",91,95,https://www.wanted.co.kr/wd/187607
84,원티드,데이터 분석가,쏘카,Data Analyst/Data Scientist,"데이터 분석가, 데이터 사이언티스트",2024.4.30,0,2,7,999,,"서류 지원 시 쏘카 지원 동기와 쏘카에서 하고 싶은 프로젝트를 반드시 제출 해야합니다.
 * 자유 양식이며 두 항목을 포함하여 A5용지 한장 내외로 작성바랍니다. 서류 지원 시 쏘카 지원 동기 및 관심있는 도메인 그리고 쏘카에서 하고 싶은 프로젝트를 반드시 제출 
 * 미제출 시 프로세스 진행에 제한이 발생할 수 있습니다.",서류 전형 - 전화 면접 - 1차(기술) 면접 - 3차(직무/컬쳐 핏) 면접,정규직,999,서울,성동,999,"데이터 분석, 모델링, 머신러닝 예측 모델링, 가격 탄력성, 시계열 데이터, 시계열 모델링, 비즈니스 분석","문제 정의, 논리적 사고, 통계적 사고, 인과 추론, 주도적, 인사이트 도출",없음,999,999,999,모빌리티,2012,435,"5,833",스타트업,999,2849.6억,,999,3,2.3,3.3,3.3,2.7,2.6,44,50,33,"지속 성장중인 기업, 퇴사율 10% 이하, 자유로운 휴가,어린이집
 
 건강검진
 
 설립10년이상
 
 퇴사율5%이하
 
 육아휴직
 
 누적투자101억이상
 
 IT, 컨텐츠",91,95,https://www.wanted.co.kr/wd/187608
85,원티드,데이터 분석가,쏘카,Data Analyst/Data Scientist,"데이터 분석가, 데이터 사이언티스트",2024.4.30,0,2,7,999,,"서류 지원 시 쏘카 지원 동기와 쏘카에서 하고 싶은 프로젝트를 반드시 제출 해야합니다.
 * 자유 양식이며 두 항목을 포함하여 A6용지 한장 내외로 작성바랍니다. 서류 지원 시 쏘카 지원 동기 및 관심있는 도메인 그리고 쏘카에서 하고 싶은 프로젝트를 반드시 제출 
 * 미제출 시 프로세스 진행에 제한이 발생할 수 있습니다.",서류 전형 - 전화 면접 - 1차(기술) 면접 - 4차(직무/컬쳐 핏) 면접,정규직,999,서울,성동,999,"데이터 분석, 머신러닝, 딥러닝, 최적화, 모델링, 비즈니스 분석","커뮤니케이션, 협업 능력, 문제 해결 능력, 비즈니스 임팩트 고려, 더 나은 고객 경험 추구, 인사이트 도출",없음,999,999,999,모빌리티,2013,435,"5,833",스타트업,999,2849.7억,,999,3,2.3,3.3,3.3,2.7,2.6,44,50,33,"지속 성장중인 기업, 퇴사율 10% 이하, 자유로운 휴가,어린이집
 
 건강검진
 
 설립10년이상
 
 퇴사율5%이하
 
 육아휴직
 
 누적투자102억이상
 
 IT, 컨텐츠",91,95,https://www.wanted.co.kr/wd/187609
86,원티드,데이터 분석가,"우아한형제들(배달의민족,Tech)",Data Scientist / MLOps Engineer,"데이터 사이언티스트, MLops 엔지니어",상시채용,1,7,20,관련 학사,수학/통계/산업공학/ML/DS/OR,999,999,정규직,999,서울,송파,999,"데이터 분석, 데이터 정제, 데이터 시각화, 머신러닝, 딥러닝, 모델링, 데이터 사이언스, Operations Research, 디지털 프로덕트 개발, 통계, 알고리즘","논리적 사고, 논문 학습, 커뮤니케이션, 프로토타이핑, 문제 해결 능력,  문서화, 수학/ 통계/ 산업공학 학위, 경력 7년","SQL, R, Python, Spark","확률론, 확률 과정, 시계열 예측 알고리즘, 시계열 데이터, 예측 모델링, 머신러닝, 딥러닝, 통계, 베이지안 통계, 비모수 통계, 프로덕트 분석, 선형회귀, 비선형 회귀, 물류, 공급망, 모델링","문제 해결 능력, 논문 적용, 학술 자료 적용, 통계적 지식, 딜리버리 운영 지식",999,배달,2011,2197,"8,325",스타트업,999,"2조 9,515억 8,493만원",,999,3.7,3.9,3.4,3.9,3.3,3.3,74,74,52,"연봉 업계 평균 이상, 지속 성장중인 기업, 퇴사율 10% 이하, 어린이집
 
 단체보험
 
 복지포인트
 
 리프레시휴가
 
 연봉상위6~10%
 
 인원급성장
 
 1,001~10,000명
 
 설립10년이상
 
 퇴사율 6~10%
 
 IT, 컨텐츠",322,487,https://www.wanted.co.kr/wd/208973
87,"원티드,캐치",데이터 분석가,키즈노트,데이터 분석가,데이터 분석가,2024.05.01,1,3,10,학력 무관,,"본인의 코딩실력을 나타낼 수 있는 Github 링크 
                 그동안 본인이 진행했던 가장 임팩트 있고 기억에 남는 데이터분석/모델링 경험을 최소 3개 이상 첨부 (양식 자유)",999,정규직,999,경기,성남,999,"데이터 분석, 머신러닝, 모델링, ML 모델 설계, 대시보드 구축, 통계, 데이터 시각화","논리적 사고, 분석적 사고, 문제 정의, 문제 해결 능력, 커뮤니케이션, 합리적/비판적 사고, 변화 적응력, 유연성, 커뮤니케이션, 경력 3년","SQL, R, Python","데이터 분석, 머신러닝, 딥러닝, 이커머스, A/B 테스트, 데이터 마트 설계, 자연어 처리, 데이터 파이프라인 구축, Funnel 분석, 코호트 분석, Retention, AARRR, CLTV, 데이터 시각화","분석적 사고, 데이터 기반 사고, 이커머스 경험, 분석방법론","SQL, Python, SuperSet, Redash, DBT",교육,2012,123,"5,221",대기업,999,140억,,홈페이지 지원,2.5,2,2.5,2.5,2.4,2.1,27,36,24,"연봉 업계 평균 이상, 수평적인 기업 문화, 퇴사율 10% 이하, 어린이집
 
 커피
 
 음료
 
 건강검진
 
 교육비
 
 유연근무
 
 식비
 
 연봉업계평균이상
 
 51~300명
 
 설립10년이상
 
 퇴사율5%이하
 
 셔틀버스
 
 자율복장
 
 IT, 컨텐츠",41,39,https://www.wanted.co.kr/wd/211767
88,"원티드,워크넷",데이터 분석가,넛지헬스케어(캐시워크),데이터분석가/데이터그로스팀 데이터 분석가,데이터 분석가,2024.05.21,1,0,3,석사,,"이력서, 자기소개서, 포트폴리오",서류전형 -＞ 코딩테스트 -＞ 1차 인터뷰 -＞ 처우협의 및 최종합격,정규직,주 5일제 (09:00~18:00) 시차 출퇴근제,서울,강남,999,"데이터 분석, 데이터 추출, 데이터 시각화, AARRR, Funnel 분석, 코호트 분석, Retention, A/B 테스트, 지표 설정","가설 검증, 분석 방법론, 석사 학위","SQL, Python, Tableau",클라우드 환경,999,"AWS, DynamoDB, EC2, RDS, GCP, BigQuery, Google Analytics",건강,2016,206,"3,945",벤처기업,비상장,"613억 1,855만원",,즉시 지원,2.4,2.6,3.5,2.4,2.5,2,27,30,27,"지속 성장중인 기업, 수평적인 기업 문화, 다양한 근무 지원 제도 운영 ,음료
 
 야근없음
 
 스타트업
 
 복지포인트
 
 인원급성장
 
 51~300명
 
 설립4~9년
 
 IT, 컨텐츠",56,105,https://www.wanted.co.kr/wd/157552
89,원티드,데이터 분석가,현대캐피탈,Data Scientist,데이터 사이언티스트,상시채용,1,4,15,관련 석사,모델개발 경험 3년 이상,999,999,정규직,999,서울,중,999,"데이터 분석, 모델링, 머신러닝, 딥러닝, AI 모델, ML 모델 개발, 클라우드 환경, 빅데이터","논리적 사고, 분석적 사고, 문제 해결 능력, 커뮤니케이션","SQL, Python, Tensorflow, PyTorch, On-Premise, AWS/GCP, Hive, Spark","AI, AI 개발, 머신러닝, 딥러닝, 모델링","관련 전공자, 논문 경험",999,금융,1993,2150,10612,대기업,999,"4조 9,788억 2,080만원",,999,3.1,3.6,3.3,3.2,2.1,2.7,50,56,23,"연봉 업계 평균 이상, 지속 성장중인 기업, 퇴사율 10% 이하, 어린이집
 
 의료비
 
 교육비
 
 연봉상위1%
 
 인원성장
 
 1,001~10,000명
 
 설립10년이상
 
 퇴사율5%이하
 
 대출지원
 
 금융",349,421,https://www.wanted.co.kr/wd/193867
